protein1	protein2
AT4G24660	AT5G65410
AT4G24660	AT3G50890
AT4G24660	AT5G15210
AT4G24660	AT1G69600
AT5G43650	AT5G39760
AT5G39760	AT5G42780
AT5G39760	AT1G54330
AT5G39760	AT5G65210
AT5G26650	AT2G18350
AT5G21120	AT2G18350
AT2G18350	AT5G15210
AT2G18350	AT3G28920
AT2G18350	AT5G25220
AT2G18350	AT1G69600
AT2G18350	AT5G65410
AT5G65410	AT3G50890
AT5G65410	AT5G15210
AT5G65410	AT1G14440
AT5G65410	AT1G75240
AT5G65410	AT1G69600
AT5G64750	AT5G60480
AT5G53290	AT5G42780
AT5G42780	AT5G65210
AT5G42780	AT3G50890
AT3G50890	AT5G15210
AT3G50890	AT1G69600
AT4G17460	AT4G16780
AT5G06710	AT4G16780
AT5G47370	AT4G16780
AT4G37790	AT4G16780
AT4G16780	AT4G16780
AT4G16780	AT5G37260
AT5G42780	AT5G15210
AT5G15210	AT5G15210
AT5G15210	AT1G14440
AT5G15210	AT1G75240
AT5G15210	AT5G17800
AT5G15210	AT1G54330
AT5G15210	AT5G17300
AT5G15210	AT5G37260
AT5G15210	AT5G65210
AT5G15210	AT1G69600
AT5G15210	AT5G25160
AT4G24660	AT1G14440
AT3G50890	AT1G14440
AT1G14440	AT1G75240
AT1G14440	AT3G28920
AT1G14440	AT3G28917
AT1G14440	AT1G69600
AT1G14687	AT5G38800
AT5G39760	AT1G14687
AT5G42780	AT1G14687
AT5G39760	AT1G75240
AT2G18550	AT1G75240
AT4G24660	AT1G75240
AT3G50890	AT1G75240
AT1G75240	AT3G28920
AT1G75240	AT3G28917
AT1G75240	AT1G69600
AT5G39760	AT3G28920
AT4G24660	AT3G28920
AT5G65410	AT3G28920
AT5G42780	AT3G28920
AT3G50890	AT3G28920
AT5G15210	AT3G28920
AT3G28920	AT5G17800
AT3G28920	AT5G37260
AT3G28920	AT5G11590
AT3G28920	AT4G35550
AT3G28920	AT1G69600
AT5G15150	AT5G16560
AT5G15150	AT5G60120
AT4G17460	AT2G44910
AT5G47370	AT2G44910
AT4G37790	AT2G44910
AT4G16780	AT2G44910
AT5G15840	AT5G03790
AT3G61890	AT5G65310
AT4G40060	AT5G65310
AT5G65310	AT5G65310
AT5G65310	AT2G22430
AT5G46880	AT5G65310
AT5G46880	AT5G02840
AT5G46880	AT3G49850
AT5G45300	AT5G03740
AT1G73360	AT4G17710
AT3G61150	AT5G11190
AT5G64750	AT1G05230
AT2G22630	AT1G05230
AT2G40140	AT1G05230
AT1G05230	AT1G35515
AT1G05230	AT3G01140
AT1G05230	AT2G02450
AT1G05230	AT3G44350
AT1G05230	AT2G01940
AT1G05230	AT5G11190
AT1G05230	AT5G08070
AT1G05230	AT5G60970
AT1G05230	AT4G18170
AT5G67110	AT5G67060
AT5G67110	AT3G50330
AT5G15850	AT3G50330
AT3G50330	AT3G50330
AT3G50330	AT4G00120
AT3G50330	AT3G61910
AT3G50330	AT4G18390
AT3G50330	AT5G65210
AT5G67110	AT5G09750
AT5G09750	AT5G13910
AT5G09750	AT5G20240
AT5G09750	AT5G18560
AT5G09750	AT5G37260
AT5G09750	AT5G11190
AT5G09750	AT5G60970
AT1G02340	AT3G19860
AT5G39660	AT1G02340
AT1G02340	AT1G02340
AT1G02340	AT1G65910
AT1G02340	AT3G61910
AT1G02340	AT1G09530
AT1G02340	AT2G43010
AT1G02340	AT2G46970
AT1G02340	AT3G59060
AT1G02340	AT5G24590
AT4G00150	AT1G35515
AT1G35515	AT3G61910
AT1G35515	AT5G27910
AT1G35515	AT4G18390
AT4G17750	AT4G17750
AT4G17750	AT5G16820
AT4G17750	AT3G49850
AT5G16820	AT5G16820
AT5G16820	AT5G54070
AT4G36990	AT4G36990
AT5G62000	AT1G32330
AT1G32330	AT3G06120
AT5G27130	AT3G02990
AT4G36780	AT3G02990
AT4G17750	AT2G26150
AT5G16820	AT2G26150
AT2G26150	AT2G26150
AT5G08130	AT5G03720
AT5G03720	AT5G43840
AT5G43840	AT1G28520
AT5G03720	AT3G51910
AT3G51910	AT4G18390
AT3G51910	AT4G35550
AT3G57230	AT2G41690
AT3G15210	AT2G41690
AT5G15210	AT2G41690
AT2G41690	AT3G02150
AT2G41690	AT3G47620
AT2G41690	AT3G15030
AT2G41690	AT4G35550
AT5G15210	AT3G24520
AT5G03720	AT3G24520
AT5G43840	AT3G24520
AT3G51910	AT3G24520
AT3G24520	AT3G47620
AT3G61830	AT2G30470
AT4G32010	AT5G17490
AT2G46830	AT5G11260
AT5G11260	AT5G11260
AT5G11260	AT3G17609
AT5G11260	AT1G09530
AT5G11260	AT2G20180
AT5G11260	AT2G31380
AT5G11260	AT1G75540
AT3G17609	AT4G17785
AT3G17609	AT1G09530
AT3G17609	AT2G20180
AT3G17609	AT5G65210
AT3G26744	AT3G23250
AT3G26744	AT1G49770
AT3G26744	AT1G12860
AT2G45190	AT1G68130
AT1G68130	AT2G01940
AT1G68130	AT3G15030
AT5G54680	AT3G47640
AT4G00120	AT4G36930
AT5G64750	AT1G23420
AT5G62000	AT1G23420
AT5G08130	AT1G23420
AT5G21120	AT1G23420
AT3G15210	AT1G23420
AT1G53170	AT1G23420
AT2G33860	AT1G23420
AT4G36240	AT1G23420
AT2G46270	AT1G23420
AT5G44190	AT1G23420
AT2G20570	AT1G23420
AT3G01220	AT1G23420
AT2G18550	AT1G23420
AT5G15210	AT1G23420
AT1G68130	AT1G23420
AT1G23420	AT5G16560
AT1G23420	AT4G17695
AT1G23420	AT5G17800
AT1G23420	AT5G67300
AT1G23420	AT5G27910
AT1G23420	AT4G01500
AT1G23420	AT2G46970
AT1G23420	AT3G02150
AT1G23420	AT2G01940
AT1G23420	AT3G47620
AT1G23420	AT4G18390
AT1G23420	AT3G15030
AT1G23420	AT4G31800
AT4G17695	AT4G18390
AT4G17695	AT5G65210
AT4G17695	AT5G25160
AT5G16560	AT1G32240
AT5G16560	AT5G17490
AT4G32980	AT4G08150
AT1G75410	AT4G08150
AT4G32010	AT4G08150
AT4G08150	AT4G08150
AT4G08150	AT5G25220
AT4G08150	AT5G11060
AT4G08150	AT1G62990
AT4G08150	AT5G40330
AT4G08150	AT4G17785
AT4G08150	AT5G17490
AT4G08150	AT5G02030
AT4G08150	AT5G08070
AT4G08150	AT5G24590
AT4G08150	AT5G60120
AT2G16400	AT1G70510
AT1G26260	AT5G25220
AT5G25220	AT5G11060
AT5G25220	AT5G26660
AT5G25220	AT5G35550
AT5G11060	AT1G62990
AT1G26260	AT4G32040
AT4G32040	AT4G32040
AT4G32040	AT1G23380
AT4G32040	AT1G62990
AT4G32040	AT5G27910
AT5G53290	AT1G23380
AT1G23380	AT1G62990
AT1G23380	AT3G14020
AT3G24140	AT1G62990
AT1G62990	AT1G62990
AT1G62990	AT3G61910
AT1G62990	AT3G47620
AT1G62990	AT4G02590
AT2G23660	AT2G23660
AT2G23660	AT3G47870
AT2G30340	AT5G63090
AT2G42430	AT2G42430
AT2G42430	AT2G45420
AT2G45420	AT2G45420
AT2G45420	AT3G26620
AT2G45420	AT5G37260
AT5G66700	AT3G11090
AT3G11090	AT3G26620
AT3G11090	AT5G63090
AT3G11090	AT5G17800
AT3G11090	AT3G46640
AT4G00220	AT3G26620
AT3G26620	AT5G63090
AT3G26620	AT4G17785
AT3G26620	AT5G17300
AT3G26620	AT5G35770
AT3G26620	AT3G47620
AT3G27650	AT3G61910
AT3G27650	AT3G47620
AT3G27650	AT4G35550
AT3G27940	AT5G38800
AT3G27940	AT5G43250
AT3G27940	AT4G18390
AT3G47870	AT3G61910
AT3G47870	AT5G27910
AT3G47870	AT5G65210
AT4G21340	AT3G49940
AT3G49940	AT5G27910
AT3G49940	AT5G18560
AT3G49940	AT4G35550
AT4G37540	AT5G65210
AT5G08790	AT1G67100
AT1G67100	AT5G11590
AT5G43650	AT3G02550
AT4G00220	AT1G31320
AT2G30340	AT1G31320
AT2G40470	AT1G31320
AT2G42430	AT1G31320
AT3G26620	AT1G31320
AT1G31320	AT5G63090
AT5G15840	AT5G02840
AT5G02840	AT5G13910
AT4G02560	AT1G30970
AT1G28360	AT1G21970
AT1G53170	AT1G21970
AT1G21970	AT5G27910
AT5G61850	AT5G61850
AT3G18650	AT1G01060
AT1G01060	AT1G01060
AT1G01060	AT1G48000
AT1G01060	AT3G61910
AT1G01060	AT4G18390
AT2G37630	AT5G63090
AT1G65620	AT5G63090
AT1G18400	AT5G63090
AT4G36540	AT5G63090
AT2G20570	AT1G32540
AT1G32540	AT3G61910
AT1G32540	AT5G65210
AT4G30980	AT5G24590
AT5G12330	AT5G66350
AT5G67110	AT1G77080
AT1G77080	AT4G17785
AT5G67110	AT1G25310
AT1G25310	AT1G54330
AT1G25310	AT3G61910
AT1G25310	AT1G66470
AT1G19220	AT1G03840
AT1G03840	AT2G01570
AT5G53290	AT3G28917
AT5G39760	AT3G28917
AT5G42780	AT3G28917
AT3G50890	AT3G28917
AT5G15210	AT3G28917
AT3G28920	AT3G28917
AT3G50870	AT3G50870
AT3G50870	AT5G18560
AT1G19850	AT1G19850
AT1G19850	AT5G20730
AT3G26744	AT3G06120
AT3G06120	AT1G12860
AT2G46410	AT3G27920
AT3G27920	AT3G27920
AT3G27920	AT5G40330
AT3G27920	AT5G52600
AT3G27920	AT2G01570
AT2G32460	AT3G61910
AT2G40140	AT1G69560
AT1G69560	AT5G17800
AT1G69560	AT3G61910
AT1G69560	AT2G04890
AT1G69560	AT2G31070
AT1G69560	AT3G47620
AT1G69560	AT3G45150
AT1G69560	AT3G15030
AT5G15850	AT3G01140
AT3G61630	AT3G01140
AT5G15210	AT3G01140
AT3G01140	AT3G47620
AT3G01140	AT3G15030
AT5G08790	AT3G06490
AT5G27090	AT1G48000
AT3G18550	AT1G48000
AT5G15850	AT1G48000
AT4G11140	AT1G48000
AT5G53950	AT1G48000
AT4G40060	AT1G48000
AT3G17609	AT1G48000
AT5G13910	AT1G48000
AT5G65080	AT1G48000
AT1G48000	AT1G71030
AT1G48000	AT5G08190
AT1G48000	AT1G67260
AT1G48000	AT2G31070
AT1G48000	AT3G47620
AT1G48000	AT3G45150
AT1G48000	AT5G08070
AT1G48000	AT3G15030
AT1G48000	AT4G35550
AT1G48000	AT5G22570
AT4G08150	AT1G66380
AT3G18550	AT1G26780
AT5G15850	AT1G26780
AT3G28920	AT1G26780
AT1G26780	AT2G02450
AT1G26780	AT2G27300
AT1G26780	AT3G02150
AT1G26780	AT5G45710
AT1G26780	AT1G67260
AT1G26780	AT2G31070
AT1G26780	AT3G47620
AT1G26780	AT3G15030
AT1G26780	AT4G35550
AT1G26780	AT4G01720
AT5G47140	AT3G27785
AT1G74080	AT1G32640
AT1G74080	AT5G46830
AT2G47460	AT5G37260
AT2G31180	AT5G41090
AT2G31180	AT5G65210
AT3G09230	AT4G06746
AT3G09230	AT4G35550
AT3G60530	AT3G27810
AT3G27810	AT3G27810
AT3G27810	AT5G40350
AT3G27810	AT5G17800
AT3G27810	AT5G46830
AT5G40350	AT5G40350
AT5G40350	AT5G46830
AT5G61420	AT1G32640
AT5G61420	AT5G46830
AT5G07690	AT1G32640
AT5G07690	AT5G46830
AT2G47190	AT1G32640
AT5G15840	AT4G34990
AT4G34990	AT5G41090
AT5G60890	AT1G32640
AT5G60890	AT5G46830
AT5G15160	AT4G17785
AT4G38910	AT4G17785
AT5G10140	AT4G17785
AT4G38180	AT4G17785
AT4G36620	AT4G17785
AT5G25220	AT4G17785
AT4G22700	AT4G17785
AT4G34990	AT4G17785
AT4G17785	AT4G18390
AT4G17785	AT5G35550
AT4G17785	AT4G35550
AT3G48160	AT3G09370
AT5G22220	AT3G09370
AT5G02320	AT5G25160
AT1G22640	AT3G15030
AT5G53290	AT4G12350
AT4G12350	AT5G65210
AT3G01220	AT1G18710
AT1G18710	AT1G54330
AT2G36270	AT5G54230
AT5G54230	AT5G54230
AT5G54230	AT5G37260
AT4G23980	AT1G57560
AT5G15840	AT1G57560
AT1G57560	AT5G06960
AT1G52150	AT1G18570
AT1G18570	AT4G26930
AT1G18570	AT1G32640
AT1G18570	AT5G46830
AT2G33835	AT1G17950
AT4G34680	AT1G17950
AT4G17785	AT1G17950
AT1G17950	AT3G11440
AT1G17950	AT5G67300
AT1G17950	AT3G61910
AT4G30080	AT1G73410
AT4G08150	AT1G73410
AT2G31310	AT1G73410
AT1G73410	AT4G37260
AT1G73410	AT3G61910
AT1G73410	AT5G39820
AT1G73410	AT3G03450
AT1G73410	AT5G17490
AT1G73410	AT5G65210
AT5G64750	AT5G17800
AT5G41200	AT5G17800
AT1G19350	AT5G17800
AT5G42520	AT5G17800
AT5G17800	AT5G49450
AT5G28770	AT5G17800
AT5G39760	AT5G17800
AT5G67060	AT5G17800
AT5G25220	AT5G17800
AT5G17800	AT5G17800
AT5G17800	AT4G33450
AT5G17800	AT5G37260
AT5G17800	AT5G60970
AT3G13540	AT3G47620
AT3G13540	AT3G15030
AT3G13540	AT5G22570
AT1G68320	AT3G61910
AT5G27580	AT3G11440
AT4G34610	AT3G11440
AT3G11440	AT5G38800
AT3G52910	AT3G11440
AT3G11440	AT5G02030
AT2G46410	AT5G14750
AT5G21120	AT3G12720
AT3G12720	AT5G17300
AT5G15840	AT4G33450
AT5G15210	AT4G33450
AT4G33450	AT4G35550
AT4G09460	AT4G18390
AT4G09460	AT4G35550
AT5G67110	AT2G23290
AT2G23290	AT3G50060
AT2G23290	AT5G67300
AT2G23290	AT5G11270
AT2G23290	AT5G37260
AT2G23290	AT4G18390
AT2G23290	AT5G53200
AT4G37260	AT5G67300
AT5G07700	AT1G32640
AT5G07700	AT5G46830
AT3G50060	AT3G50060
AT3G50060	AT5G67300
AT3G50060	AT3G61910
AT3G50060	AT5G20730
AT3G50060	AT4G18390
AT3G50060	AT5G11590
AT2G26960	AT3G61910
AT2G26960	AT5G38140
AT5G41315	AT5G52600
AT5G52600	AT5G52600
AT4G17785	AT3G49690
AT5G17800	AT3G47600
AT3G47600	AT3G61910
AT4G32980	AT1G71030
AT1G19350	AT1G71030
AT5G67300	AT5G67300
AT1G14920	AT1G32640
AT4G36730	AT1G32640
AT3G27810	AT1G32640
AT5G40330	AT1G32640
AT5G40350	AT1G32640
AT1G32640	AT1G32640
AT1G32640	AT2G01570
AT1G32640	AT1G66350
AT1G32640	AT3G03450
AT1G32640	AT5G17490
AT5G18240	AT5G18240
AT1G01010	AT1G54330
AT1G01010	AT1G65910
AT1G01010	AT5G65210
AT4G34530	AT1G02220
AT1G02220	AT5G23090
AT1G02220	AT2G13570
AT5G41200	AT1G02230
AT4G36540	AT1G02230
AT1G02230	AT5G38140
AT1G02230	AT4G35550
AT1G28470	AT5G65210
AT1G32510	AT1G77450
AT1G32510	AT2G33480
AT1G32510	AT5G50820
AT5G49490	AT1G32770
AT1G69540	AT1G32770
AT5G06650	AT1G32770
AT1G69560	AT1G32770
AT1G32770	AT5G50820
AT1G32770	AT3G48590
AT1G32770	AT5G02030
AT1G32770	AT2G04890
AT1G32770	AT5G11190
AT1G32770	AT2G31070
AT1G32770	AT5G08070
AT3G13540	AT1G33280
AT1G33280	AT5G50820
AT2G36270	AT1G52890
AT1G52890	AT1G77450
AT2G22630	AT1G54330
AT1G65360	AT1G54330
AT5G39750	AT1G54330
AT5G49490	AT1G54330
AT3G25710	AT1G54330
AT5G08130	AT1G54330
AT4G01060	AT1G54330
AT2G32250	AT1G54330
AT3G16870	AT1G54330
AT5G26930	AT1G54330
AT4G01120	AT1G54330
AT3G58070	AT1G54330
AT5G06650	AT1G54330
AT3G01220	AT1G54330
AT2G18350	AT1G54330
AT5G42780	AT1G54330
AT3G27940	AT1G54330
AT3G49940	AT1G54330
AT1G67100	AT1G54330
AT5G65080	AT1G54330
AT3G09230	AT1G54330
AT4G12350	AT1G54330
AT5G67300	AT1G54330
AT1G54330	AT5G22380
AT1G54330	AT2G13570
AT1G54330	AT5G18560
AT1G54330	AT2G22540
AT1G54330	AT3G49850
AT1G54330	AT2G30432
AT1G54330	AT2G42410
AT1G54330	AT5G25160
AT5G47230	AT1G65910
AT1G65910	AT3G29035
AT1G65910	AT2G30432
AT2G36270	AT1G77450
AT3G57230	AT1G77450
AT1G77450	AT5G39610
AT1G77450	AT4G27410
AT1G77450	AT5G37260
AT1G77450	AT3G02310
AT1G77450	AT2G31070
AT1G77450	AT3G47620
AT1G77450	AT3G45150
AT1G77450	AT5G35550
AT3G18550	AT2G02450
AT3G23240	AT2G02450
AT2G20570	AT2G02450
AT2G23290	AT2G02450
AT2G02450	AT3G02150
AT2G02450	AT2G31070
AT2G02450	AT3G47620
AT2G02450	AT3G45150
AT2G02450	AT3G15030
AT2G02450	AT5G60970
AT2G02450	AT5G60120
AT5G15840	AT2G17040
AT2G17040	AT4G35550
AT5G39810	AT2G33480
AT5G08790	AT2G33480
AT3G60530	AT2G33480
AT2G33480	AT3G61910
AT2G33480	AT3G02150
AT2G33480	AT4G18390
AT3G03200	AT5G50820
AT4G16780	AT3G04420
AT5G15840	AT3G10480
AT3G10480	AT3G10480
AT3G10480	AT3G10490
AT5G15840	AT3G44350
AT5G09750	AT3G44350
AT3G44350	AT5G41090
AT3G44350	AT5G37260
AT3G44350	AT5G65210
AT4G13980	AT3G49530
AT3G49530	AT5G50820
AT3G49530	AT4G18390
AT5G41200	AT3G55210
AT3G55210	AT3G61910
AT5G62165	AT3G61910
AT5G51870	AT3G61910
AT5G48670	AT3G61910
AT5G39750	AT3G61910
AT5G42630	AT3G61910
AT5G15160	AT3G61910
AT3G61910	AT5G49450
AT3G61910	AT5G38800
AT5G28770	AT3G61910
AT5G39660	AT3G61910
AT5G53290	AT3G61910
AT5G10140	AT3G61910
AT5G26930	AT3G61910
AT5G06650	AT3G61910
AT5G39760	AT3G61910
AT5G03740	AT3G61910
AT5G03720	AT3G61910
AT5G02840	AT3G61910
AT5G13910	AT3G61910
AT5G40330	AT3G61910
AT5G07690	AT3G61910
AT4G12350	AT3G61910
AT4G33450	AT3G61910
AT5G67300	AT3G61910
AT3G61910	AT5G50820
AT3G61910	AT5G47640
AT3G61910	AT5G47670
AT3G61910	AT5G38140
AT3G61910	AT4G06746
AT3G61910	AT4G33880
AT3G61910	AT5G37260
AT3G61910	AT5G11190
AT3G61910	AT5G08070
AT3G61910	AT5G67580
AT3G61910	AT5G53200
AT3G61910	AT4G35550
AT3G61910	AT4G18170
AT3G61910	AT4G24240
AT4G01550	AT5G41090
AT5G42780	AT4G17980
AT4G17980	AT5G18300
AT4G17980	AT5G50820
AT4G17980	AT5G06070
AT5G53950	AT5G13180
AT2G33480	AT5G13180
AT4G36160	AT5G13180
AT5G13180	AT1G56010
AT5G13180	AT5G63790
AT5G13180	AT5G66300
AT5G13180	AT2G18060
AT5G13180	AT1G71930
AT5G18300	AT5G24590
AT5G22380	AT5G41090
AT5G44210	AT5G39820
AT5G53290	AT5G41090
AT5G53950	AT5G50820
AT5G50820	AT5G63790
AT5G50820	AT5G66300
AT5G64060	AT5G64060
AT1G56010	AT1G56010
AT1G56010	AT4G35550
AT5G13180	AT3G29035
AT5G50820	AT3G29035
AT3G29035	AT1G69600
AT5G44190	AT5G39610
AT2G20570	AT5G39610
AT2G33480	AT2G22770
AT2G22770	AT2G22770
AT1G53170	AT1G52880
AT5G54230	AT1G52880
AT1G77450	AT1G52880
AT5G12840	AT1G54830
AT5G12840	AT1G08970
AT4G23980	AT3G05690
AT1G14920	AT3G05690
AT3G05690	AT4G14540
AT3G05690	AT3G48590
AT3G05690	AT1G54830
AT3G05690	AT1G08970
AT3G05690	AT1G66350
AT3G05690	AT3G03450
AT3G05690	AT3G47620
AT3G05690	AT3G15030
AT3G61910	AT2G34720
AT2G34720	AT4G14540
AT2G34720	AT3G48590
AT2G34720	AT3G02150
AT2G34720	AT3G15030
AT2G34720	AT5G65210
AT2G34720	AT4G35550
AT5G03740	AT1G54160
AT1G54160	AT4G35550
AT4G36540	AT3G14020
AT4G34530	AT3G14020
AT5G21120	AT3G14020
AT3G14020	AT3G48590
AT3G14020	AT3G47620
AT3G14020	AT3G15030
AT3G14020	AT5G35550
AT2G27110	AT1G30500
AT4G08150	AT1G30500
AT1G65910	AT1G30500
AT3G61910	AT1G30500
AT1G30500	AT2G13570
AT1G30500	AT3G02150
AT1G30500	AT5G37260
AT1G30500	AT3G47620
AT1G30500	AT3G15030
AT1G65360	AT1G17590
AT1G31630	AT1G17590
AT1G17590	AT5G38800
AT2G18550	AT1G17590
AT1G67100	AT1G17590
AT3G62610	AT1G17590
AT1G17590	AT3G02150
AT1G17590	AT3G47620
AT1G17590	AT3G45150
AT1G17590	AT3G15030
AT1G17590	AT4G35550
AT5G44190	AT3G20910
AT3G20910	AT3G48590
AT3G20910	AT3G45150
AT3G20910	AT5G60970
AT3G61910	AT3G53340
AT3G53340	AT3G48590
AT3G53340	AT5G38140
AT3G53340	AT1G56170
AT3G53340	AT1G54830
AT3G53340	AT5G63470
AT3G53340	AT5G27910
AT3G53340	AT1G08970
AT3G53340	AT5G17300
AT3G53340	AT5G65210
AT2G27470	AT5G43250
AT5G08190	AT5G38140
AT5G08190	AT5G63470
AT3G61910	AT2G38880
AT5G09330	AT2G38880
AT2G38880	AT3G48590
AT2G38880	AT5G38140
AT2G38880	AT1G56170
AT2G38880	AT1G54830
AT2G38880	AT5G63470
AT2G38880	AT5G27910
AT2G38880	AT1G08970
AT2G38880	AT5G06070
AT1G14920	AT5G47640
AT3G14020	AT5G47640
AT5G47640	AT3G48590
AT5G47640	AT5G38140
AT5G47640	AT1G56170
AT5G47640	AT1G54830
AT5G47640	AT5G63470
AT5G47640	AT5G27910
AT5G47640	AT1G08970
AT5G12840	AT4G14540
AT4G14540	AT3G48590
AT4G14540	AT1G07980
AT4G14540	AT5G38140
AT4G14540	AT1G56170
AT4G14540	AT1G54830
AT4G14540	AT5G63470
AT4G14540	AT5G27910
AT4G14540	AT1G08970
AT5G15840	AT1G09030
AT3G61910	AT1G09030
AT5G47640	AT1G09030
AT1G09030	AT2G47810
AT1G09030	AT2G13570
AT1G09030	AT1G56170
AT1G09030	AT5G27910
AT1G09030	AT1G08970
AT1G09030	AT2G28610
AT1G09030	AT1G78080
AT1G09030	AT5G67580
AT3G53340	AT2G47810
AT2G47810	AT3G48590
AT2G47810	AT5G38140
AT2G47810	AT1G56170
AT2G47810	AT1G54830
AT2G47810	AT5G63470
AT2G47810	AT5G27910
AT2G47810	AT1G08970
AT5G47670	AT3G48590
AT5G47670	AT5G38140
AT5G47670	AT1G56170
AT5G47670	AT1G54830
AT5G47670	AT5G63470
AT5G47670	AT5G27910
AT5G47670	AT1G08970
AT5G47670	AT5G65210
AT5G26650	AT2G13570
AT4G23980	AT2G13570
AT5G41410	AT2G13570
AT2G35940	AT2G13570
AT2G23760	AT2G13570
AT3G18550	AT2G13570
AT2G41070	AT2G13570
AT2G20570	AT2G13570
AT3G01220	AT2G13570
AT2G18350	AT2G13570
AT3G24520	AT2G13570
AT4G32010	AT2G13570
AT3G13540	AT2G13570
AT2G47810	AT2G13570
AT2G13570	AT3G48590
AT2G13570	AT1G07980
AT2G13570	AT5G38140
AT2G13570	AT1G56170
AT2G13570	AT1G54830
AT2G13570	AT5G63470
AT2G13570	AT5G27910
AT2G13570	AT1G08970
AT2G13570	AT3G02150
AT2G13570	AT2G31070
AT2G13570	AT3G47620
AT2G13570	AT3G45150
AT2G13570	AT4G18390
AT2G13570	AT3G15030
AT2G13570	AT5G65210
AT2G13570	AT4G35550
AT2G13570	AT4G04450
AT2G13570	AT3G21175
AT2G37060	AT3G48590
AT2G37060	AT5G38140
AT2G37060	AT1G56170
AT2G37060	AT1G54830
AT2G37060	AT5G63470
AT2G37060	AT5G27910
AT2G37060	AT1G08970
AT2G37060	AT4G35550
AT5G15840	AT1G07980
AT4G11140	AT1G07980
AT3G01220	AT1G07980
AT5G47640	AT1G07980
AT5G47670	AT1G07980
AT5G12840	AT5G38140
AT4G37740	AT3G48590
AT5G54070	AT3G48590
AT4G17980	AT3G48590
AT5G12840	AT3G48590
AT5G06510	AT3G48590
AT2G27470	AT3G48590
AT5G08190	AT3G48590
AT5G23090	AT3G48590
AT3G48590	AT5G17300
AT3G48590	AT5G37260
AT3G48590	AT4G35550
AT5G12840	AT1G56170
AT2G34720	AT1G56170
AT1G30500	AT1G56170
AT2G27470	AT1G56170
AT1G56170	AT4G24470
AT5G06510	AT1G54830
AT2G34720	AT1G54830
AT3G14020	AT1G54830
AT3G20910	AT1G54830
AT2G27470	AT1G54830
