protein1	protein2
AT5G12840	AT5G63470
AT3G05690	AT5G63470
AT2G34720	AT5G63470
AT3G20910	AT5G63470
AT2G27470	AT5G63470
AT5G64750	AT5G27910
AT5G47370	AT5G27910
AT2G27470	AT5G27910
AT4G18960	AT1G08970
AT1G31630	AT1G08970
AT5G41410	AT1G08970
AT3G18550	AT1G08970
AT5G15850	AT1G08970
AT3G02380	AT1G08970
AT2G24790	AT1G08970
AT5G24930	AT1G08970
AT1G14920	AT1G08970
AT2G20570	AT1G08970
AT5G11260	AT1G08970
AT1G72830	AT1G08970
AT2G34720	AT1G08970
AT3G14020	AT1G08970
AT3G20910	AT1G08970
AT1G08970	AT3G02150
AT1G08970	AT1G66350
AT1G08970	AT3G03450
AT1G08970	AT2G31070
AT1G08970	AT3G47620
AT1G08970	AT3G45150
AT1G08970	AT5G08070
AT1G08970	AT3G15030
AT1G08970	AT5G60970
AT1G08970	AT4G24470
AT1G08970	AT5G60120
AT1G08970	AT3G21175
AT1G08970	AT1G51600
AT3G02990	AT2G46870
AT4G17785	AT2G46870
AT4G17785	AT4G01500
AT4G01500	AT4G18390
AT5G20730	AT5G20730
AT5G43250	AT2G27300
AT2G27300	AT4G35580
AT3G57670	AT4G18390
AT5G06960	AT5G06960
AT5G63790	AT5G11270
AT5G11270	AT5G15800
AT5G15850	AT1G74930
AT4G36990	AT1G74930
AT1G68640	AT3G12250
AT5G48150	AT2G04890
AT4G04890	AT4G04890
AT2G34710	AT2G34710
AT5G67110	AT1G30490
AT5G08130	AT1G30490
AT2G33860	AT1G30490
AT4G17460	AT1G30490
AT5G47370	AT1G30490
AT4G37790	AT1G30490
AT3G60390	AT1G30490
AT2G22800	AT1G30490
AT4G16780	AT1G30490
AT2G44910	AT1G30490
AT5G09750	AT1G30490
AT4G32010	AT1G30490
AT2G02070	AT1G30490
AT4G08150	AT1G30490
AT1G30490	AT5G61270
AT1G30490	AT2G46970
AT1G30490	AT3G02150
AT1G30490	AT2G01940
AT1G30490	AT5G66350
AT1G30490	AT2G31070
AT1G30490	AT3G47620
AT1G30490	AT3G15030
AT1G30490	AT5G60970
AT1G30490	AT5G60120
AT1G30490	AT2G41940
AT1G09530	AT1G09530
AT1G09530	AT2G20180
AT1G09530	AT4G31800
AT1G09530	AT1G80840
AT2G43010	AT5G61270
AT2G43010	AT3G59060
AT2G43010	AT4G31800
AT2G43010	AT1G80840
AT5G61270	AT2G20180
AT5G61270	AT2G46970
AT2G46970	AT5G37260
AT3G62090	AT2G20180
AT2G43010	AT2G20180
AT2G20180	AT2G20180
AT2G20180	AT3G59060
AT5G20240	AT5G20240
AT5G20240	AT1G24260
AT3G51080	AT2G28610
AT3G61910	AT2G28610
AT2G28610	AT3G15030
AT2G28610	AT2G41940
AT3G57230	AT3G02150
AT4G37940	AT3G02150
AT5G26650	AT3G02150
AT4G36540	AT3G02150
AT3G25710	AT3G02150
AT3G02150	AT5G38800
AT5G39660	AT3G02150
AT5G15850	AT3G02150
AT5G53950	AT3G02150
AT3G15210	AT3G02150
AT5G44210	AT3G02150
AT3G51080	AT3G02150
AT3G58070	AT3G02150
AT4G37740	AT3G02150
AT4G17460	AT3G02150
AT5G47370	AT3G02150
AT4G16780	AT3G02150
AT4G17710	AT3G02150
AT5G09750	AT3G02150
AT3G24520	AT3G02150
AT3G50700	AT3G02150
AT4G17695	AT3G02150
AT4G08150	AT3G02150
AT5G25220	AT3G02150
AT5G35900	AT3G02150
AT3G49940	AT3G02150
AT5G63090	AT3G02150
AT4G34990	AT3G02150
AT5G23000	AT3G02150
AT5G17800	AT3G02150
AT4G33450	AT3G02150
AT3G20910	AT3G02150
AT5G27910	AT3G02150
AT3G02150	AT3G03450
AT3G02150	AT5G17490
AT3G02150	AT5G17300
AT3G02150	AT5G37260
AT3G02150	AT4G27330
AT3G02150	AT4G36260
AT3G02150	AT3G55980
AT3G02150	AT3G47620
AT3G02150	AT5G08070
AT3G02150	AT4G18390
AT3G02150	AT3G27010
AT3G02150	AT1G30210
AT3G02150	AT1G53230
AT3G02150	AT3G15030
AT3G02150	AT5G60970
AT3G02150	AT5G65210
AT3G02150	AT5G60120
AT3G02150	AT5G25160
AT5G03680	AT5G03680
AT5G18560	AT5G60970
AT5G18560	AT5G25160
AT3G47640	AT4G14410
AT5G11260	AT3G47640
AT5G02320	AT3G47640
AT3G47640	AT5G24590
AT3G47640	AT4G02590
AT4G36900	AT5G24590
AT4G36540	AT3G14230
AT1G53170	AT3G14230
AT4G34530	AT1G78080
AT5G27910	AT1G78080
AT3G61910	AT1G43160
AT1G43160	AT2G04890
AT5G15850	AT2G28550
AT3G02380	AT2G28550
AT2G24790	AT2G28550
AT5G57660	AT2G28550
AT5G16560	AT2G28550
AT2G28550	AT5G60120
AT2G28550	AT2G37260
AT5G08790	AT4G06746
AT5G03790	AT4G06746
AT4G17785	AT4G06746
AT1G19220	AT1G13260
AT5G17800	AT1G68840
AT1G68840	AT4G35550
AT5G06070	AT5G37260
AT2G36270	AT4G27410
AT5G13180	AT4G27410
AT4G27410	AT1G69600
AT5G37020	AT2G01570
AT4G21750	AT2G01570
AT5G41410	AT2G01570
AT2G23760	AT2G01570
AT3G16770	AT2G01570
AT3G50330	AT2G01570
AT2G02080	AT2G01570
AT2G02070	AT2G01570
AT5G03150	AT2G01570
AT5G16560	AT2G01570
AT5G12840	AT2G01570
AT3G05690	AT2G01570
AT5G47640	AT2G01570
AT1G54830	AT2G01570
AT1G08970	AT2G01570
AT5G20730	AT2G01570
AT4G04890	AT2G01570
AT2G43010	AT2G01570
AT3G62090	AT2G01570
AT2G20180	AT2G01570
AT3G02150	AT2G01570
AT2G01570	AT4G36930
AT2G01570	AT3G47620
AT2G01570	AT3G27010
AT4G21750	AT3G03450
AT5G41410	AT3G03450
AT5G28770	AT3G03450
AT3G50330	AT3G03450
AT5G16560	AT3G03450
AT5G25220	AT3G03450
AT4G04890	AT3G03450
AT2G43010	AT3G03450
AT3G62090	AT3G03450
AT2G20180	AT3G03450
AT3G03450	AT4G36930
AT3G03450	AT5G08070
AT5G28770	AT5G17490
AT1G53170	AT5G17490
AT5G54230	AT5G17490
AT1G66470	AT5G65210
AT5G17800	AT4G36570
AT5G53290	AT1G19510
AT1G67100	AT1G19510
AT1G19510	AT5G37260
AT1G19510	AT5G65210
AT1G26260	AT5G02030
AT1G70510	AT5G02030
AT5G25220	AT5G02030
AT4G32040	AT5G02030
AT5G02030	AT5G02030
AT2G45660	AT2G01760
AT2G37630	AT2G01760
AT4G16780	AT2G01760
AT3G01220	AT2G01760
AT4G00120	AT2G01760
AT4G08150	AT2G01760
AT2G23290	AT2G01760
AT4G37260	AT2G01760
AT5G67300	AT2G01760
AT2G01760	AT4G36930
AT2G01760	AT5G22570
AT2G01760	AT2G25000
AT5G24800	AT5G58080
AT4G02640	AT5G58080
AT5G28770	AT5G58080
AT5G58080	AT5G58080
AT1G53170	AT3G16857
AT4G36540	AT4G33880
AT4G33880	AT5G37260
AT5G56860	AT5G17300
AT5G47370	AT5G17300
AT5G23090	AT5G17300
AT5G41200	AT5G37260
AT5G47220	AT5G37260
AT5G39760	AT5G37260
AT5G60480	AT5G37260
AT5G65080	AT5G37260
AT5G61420	AT5G37260
AT5G37260	AT5G37260
AT5G37260	AT5G60970
AT5G35770	AT5G60970
AT1G07530	AT3G12250
AT5G64750	AT2G04890
AT5G06950	AT2G04890
AT2G23760	AT2G04890
AT3G27810	AT2G04890
AT3G02150	AT2G04890
AT5G13330	AT2G04890
AT2G04890	AT5G66350
AT2G04890	AT2G31070
AT2G04890	AT3G47620
AT2G04890	AT3G15030
AT2G04890	AT5G65210
AT2G04890	AT3G21175
AT3G50700	AT1G50420
AT2G02080	AT1G50420
AT2G02070	AT1G50420
AT5G03150	AT1G50420
AT5G44160	AT1G50420
AT2G01570	AT1G50420
AT4G17785	AT3G54220
AT4G17980	AT3G54220
AT5G37260	AT3G54220
AT1G71692	AT5G15800
AT3G57230	AT5G15800
AT4G37940	AT5G15800
AT4G24540	AT5G15800
AT5G62165	AT5G15800
AT2G45650	AT5G15800
AT5G51870	AT5G15800
AT5G60910	AT5G15800
AT1G69120	AT5G15800
AT4G35580	AT5G15800
AT5G20240	AT5G15800
AT5G15800	AT5G15800
AT5G15800	AT3G58780
AT5G15800	AT2G42830
AT5G15800	AT2G22540
AT5G15800	AT5G23260
AT3G57230	AT3G02310
AT4G37780	AT3G02310
AT3G02310	AT3G02310
AT3G57230	AT1G24260
AT2G45660	AT1G24260
AT4G24540	AT1G24260
AT2G45650	AT1G24260
AT5G60910	AT1G24260
AT3G48430	AT1G24260
AT1G24260	AT1G24260
AT1G24260	AT3G58780
AT1G24260	AT2G42830
AT1G24260	AT2G22540
AT1G24260	AT5G23260
AT5G60910	AT2G03710
AT1G69120	AT2G03710
AT2G03710	AT2G03710
AT2G03710	AT2G22540
AT2G03710	AT3G47620
AT2G03710	AT3G15030
AT2G03710	AT5G23260
AT2G45190	AT2G01940
AT2G18550	AT2G01940
AT5G37260	AT2G01940
AT3G61120	AT3G58780
AT5G27130	AT2G42830
AT2G45650	AT2G42830
AT5G11190	AT2G42830
AT3G57920	AT5G67580
AT5G18830	AT5G18830
AT2G45190	AT4G27330
AT3G18550	AT4G27330
AT4G27330	AT4G27330
AT4G27330	AT1G67260
AT4G27330	AT2G31070
AT4G27330	AT5G08070
AT4G27330	AT4G18390
AT4G27330	AT3G27010
AT4G27330	AT1G30210
AT4G27330	AT1G53230
AT4G27330	AT3G15030
AT4G27330	AT5G60970
AT4G27330	AT5G60120
AT5G67110	AT4G36930
AT4G36930	AT4G36930
AT5G12330	AT2G21400
AT2G21400	AT4G36260
AT2G23760	AT2G18120
AT5G15850	AT2G18120
AT5G12330	AT2G18120
AT5G66350	AT2G18120
AT2G21400	AT2G18120
AT2G18120	AT3G54430
AT2G18120	AT4G36260
AT2G18120	AT2G31070
AT2G18120	AT3G47620
AT2G18120	AT4G18390
AT2G18120	AT3G15030
AT2G36270	AT1G75520
AT3G18550	AT1G75520
AT5G15850	AT1G75520
AT5G15210	AT1G75520
AT5G12330	AT1G75520
AT3G02150	AT1G75520
AT5G66350	AT1G75520
AT2G18120	AT1G75520
AT1G75520	AT2G31070
AT1G75520	AT3G47620
AT1G75520	AT3G45150
AT1G75520	AT3G15030
AT1G75520	AT5G60970
AT5G12330	AT3G54430
AT5G66350	AT3G54430
AT3G54430	AT4G36260
AT3G54430	AT5G65210
AT5G12330	AT1G19790
AT2G18120	AT1G19790
AT3G54430	AT1G19790
AT1G19790	AT4G36260
AT1G19790	AT2G31070
AT1G19790	AT3G47620
AT1G19790	AT3G15030
AT3G17609	AT1G75540
AT5G15850	AT2G31380
AT3G17609	AT2G31380
AT2G31380	AT4G18390
AT4G36240	AT1G06040
AT5G11260	AT1G06040
AT3G17609	AT1G06040
AT2G01570	AT1G06040
AT3G51060	AT3G51060
AT3G51060	AT5G60970
AT5G16560	AT4G36260
AT5G12330	AT4G36260
AT5G66350	AT4G36260
AT5G21120	AT1G30970
AT1G30970	AT2G31070
AT1G30970	AT3G15030
AT1G30970	AT5G60970
AT1G30970	AT4G35550
AT3G61910	AT3G23130
AT3G53340	AT3G23130
AT3G23130	AT3G47620
AT2G22630	AT2G22540
AT3G57390	AT2G22540
AT4G24540	AT2G22540
AT2G45650	AT2G22540
AT4G01120	AT2G22540
AT3G61910	AT2G22540
AT3G02310	AT2G22540
AT2G42830	AT2G22540
AT2G22540	AT5G65210
AT3G55980	AT5G65210
AT3G49850	AT3G19860
AT4G17785	AT3G49850
AT3G47640	AT3G49850
AT3G49850	AT5G65210
AT3G49850	AT5G67580
AT4G32980	AT2G30432
AT4G36540	AT2G30432
AT5G45300	AT2G30432
AT5G15840	AT2G30432
AT5G17300	AT2G30432
AT2G30432	AT5G65210
AT2G36270	AT2G31070
AT2G45190	AT2G31070
AT3G57230	AT2G31070
AT4G37940	AT2G31070
AT5G26650	AT2G31070
AT1G65620	AT2G31070
AT4G36540	AT2G31070
AT2G31070	AT5G38800
AT5G28770	AT2G31070
AT5G53950	AT2G31070
AT3G15210	AT2G31070
AT2G33860	AT2G31070
AT2G33835	AT2G31070
AT4G37740	AT2G31070
AT5G47370	AT2G31070
AT3G01220	AT2G31070
AT5G09750	AT2G31070
AT2G41690	AT2G31070
AT3G24520	AT2G31070
AT3G50700	AT2G31070
AT4G08150	AT2G31070
AT5G25220	AT2G31070
AT3G49940	AT2G31070
AT3G01140	AT2G31070
AT3G27785	AT2G31070
AT5G23000	AT2G31070
AT5G17800	AT2G31070
AT5G27910	AT2G31070
AT5G61270	AT2G31070
AT3G02150	AT2G31070
AT5G17300	AT2G31070
AT5G37260	AT2G31070
AT5G66350	AT2G31070
AT3G51060	AT2G31070
AT4G36260	AT2G31070
AT3G55980	AT2G31070
AT2G31070	AT3G47620
AT2G31070	AT5G08070
AT2G31070	AT4G18390
AT2G31070	AT3G27010
AT2G31070	AT1G30210
AT2G31070	AT1G53230
AT2G31070	AT3G15030
AT2G31070	AT5G60970
AT2G31070	AT5G65210
AT2G31070	AT5G60120
AT2G31070	AT4G31800
AT2G31070	AT3G01970
AT2G31070	AT5G25160
AT3G57230	AT3G47620
AT4G37940	AT3G47620
AT5G26650	AT3G47620
AT5G41200	AT3G47620
AT4G32980	AT3G47620
AT4G36540	AT3G47620
AT3G47620	AT5G38800
AT5G28770	AT3G47620
AT5G39660	AT3G47620
AT5G53950	AT3G47620
AT4G34680	AT3G47620
AT3G51080	AT3G47620
AT4G37740	AT3G47620
AT3G52910	AT3G47620
AT4G17460	AT3G47620
AT4G16780	AT3G47620
AT5G09750	AT3G47620
AT4G02670	AT3G47620
AT3G50700	AT3G47620
AT4G00220	AT3G47620
AT4G08150	AT3G47620
AT5G25220	AT3G47620
AT5G35900	AT3G47620
AT3G49940	AT3G47620
AT5G63090	AT3G47620
AT3G50870	AT3G47620
AT4G34990	AT3G47620
AT5G23000	AT3G47620
AT5G17800	AT3G47620
AT4G33450	AT3G47620
AT5G18300	AT3G47620
AT5G38140	AT3G47620
AT5G27910	AT3G47620
AT3G47640	AT3G47620
AT1G66350	AT3G47620
AT3G03450	AT3G47620
AT5G17490	AT3G47620
AT5G17300	AT3G47620
AT5G37260	AT3G47620
AT5G11190	AT3G47620
AT4G27330	AT3G47620
AT3G57920	AT3G47620
AT4G36260	AT3G47620
AT3G55980	AT3G47620
AT3G47620	AT3G47620
AT3G47620	AT5G08070
AT3G47620	AT4G18390
AT3G47620	AT3G27010
AT3G47620	AT1G30210
AT3G47620	AT1G53230
AT3G47620	AT3G15030
AT3G47620	AT5G60970
AT3G47620	AT5G65210
AT3G47620	AT5G60120
AT3G47620	AT4G04450
AT3G47620	AT5G25160
AT3G57230	AT3G45150
AT5G26650	AT3G45150
AT4G36540	AT3G45150
AT5G39660	AT3G45150
AT5G44210	AT3G45150
AT5G09750	AT3G45150
AT5G25220	AT3G45150
AT5G27910	AT3G45150
AT5G37260	AT3G45150
AT3G55980	AT3G45150
AT3G45150	AT5G25160
AT5G60480	AT5G08070
AT5G17490	AT5G08070
AT5G37260	AT5G08070
AT5G08070	AT4G18390
AT5G08070	AT3G27010
AT5G08070	AT1G30210
AT5G08070	AT1G53230
AT5G08070	AT3G15030
AT5G08070	AT5G60970
AT3G15210	AT1G67260
AT5G09750	AT1G67260
AT2G13570	AT1G67260
AT5G37260	AT1G67260
AT1G67260	AT5G65210
AT1G67260	AT3G01970
AT1G52890	AT3G27010
AT3G27010	AT1G30210
AT3G27010	AT1G53230
AT3G27010	AT3G15030
AT3G27010	AT5G60970
AT3G27010	AT4G18170
AT1G65620	AT1G30210
AT1G30210	AT1G53230
AT1G30210	AT3G15030
AT1G30210	AT5G60970
AT4G18960	AT4G18390
AT4G37940	AT4G18390
AT4G23980	AT4G18390
AT1G65620	AT4G18390
AT5G42630	AT4G18390
AT5G04150	AT4G18390
AT4G38910	AT4G18390
AT5G42520	AT4G18390
AT4G18390	AT5G38800
AT5G28770	AT4G18390
AT4G25470	AT4G18390
AT4G26150	AT4G18390
AT5G47230	AT4G18390
AT5G42780	AT4G18390
AT4G22700	AT4G18390
AT5G35900	AT4G18390
AT5G12330	AT4G18390
AT4G34990	AT4G18390
AT1G09530	AT4G18390
AT5G37260	AT4G18390
AT4G18390	AT3G27010
AT4G18390	AT1G30210
AT4G18390	AT1G53230
AT4G18390	AT3G15030
AT4G18390	AT5G60970
AT4G18390	AT5G35550
AT4G18390	AT4G24240
AT1G75080	AT1G53230
AT3G15210	AT1G53230
AT5G44210	AT1G53230
AT5G49330	AT1G53230
AT1G66370	AT1G53230
AT1G66380	AT1G53230
AT2G47460	AT1G53230
AT1G66390	AT1G53230
AT1G71030	AT1G53230
AT2G01570	AT1G53230
AT1G53230	AT1G53230
AT1G53230	AT3G15030
AT1G53230	AT5G60970
AT1G53230	AT4G24470
AT1G53230	AT5G35550
AT1G53230	AT4G18170
AT3G57230	AT3G15030
AT4G37940	AT3G15030
AT5G26650	AT3G15030
AT4G11250	AT3G15030
AT3G30260	AT3G15030
AT4G32980	AT3G15030
AT4G36540	AT3G15030
AT3G15030	AT5G38800
AT5G28770	AT3G15030
AT5G62430	AT3G15030
AT5G53290	AT3G15030
AT5G53950	AT3G15030
AT3G15210	AT3G15030
AT3G51080	AT3G15030
AT4G36730	AT3G15030
AT3G58070	AT3G15030
AT5G06650	AT3G15030
AT4G37740	AT3G15030
AT4G17460	AT3G15030
AT5G47370	AT3G15030
AT3G60390	AT3G15030
AT4G16780	AT3G15030
AT5G09750	AT3G15030
AT5G43840	AT3G15030
AT3G24520	AT3G15030
AT4G02670	AT3G15030
AT3G50700	AT3G15030
AT4G00220	AT3G15030
AT5G16560	AT3G15030
AT4G08150	AT3G15030
AT5G25220	AT3G15030
AT3G26620	AT3G15030
AT3G27650	AT3G15030
AT5G35900	AT3G15030
AT3G49940	AT3G15030
AT5G63090	AT3G15030
AT3G50870	AT3G15030
AT5G23000	AT3G15030
AT5G17800	AT3G15030
AT3G61910	AT3G15030
AT3G20910	AT3G15030
AT5G27910	AT3G15030
AT4G01500	AT3G15030
AT5G61270	AT3G15030
AT5G17300	AT3G15030
AT5G37260	AT3G15030
AT5G66350	AT3G15030
AT3G57920	AT3G15030
AT3G51060	AT3G15030
AT4G36260	AT3G15030
AT3G15030	AT5G60970
AT3G15030	AT5G65210
AT3G15030	AT5G24590
AT3G15030	AT5G60120
AT3G15030	AT4G13640
AT3G15030	AT5G25160
AT5G61270	AT5G60970
AT5G60970	AT5G65210
AT5G60970	AT4G18170
AT4G14770	AT5G67580
AT5G09750	AT1G25560
AT3G49940	AT1G25560
AT3G61910	AT1G25560
AT5G65210	AT5G65210
AT5G06950	AT1G22070
AT5G06960	AT1G22070
AT3G02150	AT1G22070
AT5G37260	AT1G22070
AT2G31070	AT1G22070
AT3G15030	AT1G22070
AT5G65210	AT1G22070
AT1G22070	AT3G12250
AT5G06950	AT3G12250
AT5G06960	AT3G12250
AT5G17800	AT4G24470
AT5G63470	AT4G24470
AT4G24470	AT4G24470
AT5G50820	AT5G11590
AT5G50820	AT5G24590
AT4G18390	AT2G36960
AT5G15850	AT5G60120
AT5G57660	AT5G60120
AT5G60120	AT5G60120
AT1G49950	AT1G49950
AT1G49950	AT5G67580
AT5G67580	AT5G67580
AT1G07540	AT1G07540
AT3G53790	AT3G53790
AT3G60530	AT1G15720
AT1G33240	AT1G15720
AT4G00480	AT5G53200
AT5G40330	AT5G53200
AT5G53290	AT5G23260
AT3G02310	AT5G23260
AT5G23260	AT5G23260
AT1G34790	AT1G34790
AT5G35550	AT5G35550
AT5G35550	AT4G09820
AT4G38620	AT4G09820
AT3G13540	AT4G09820
AT1G79180	AT4G09820
AT5G53200	AT4G09820
AT2G37260	AT2G37260
AT2G37260	AT5G22570
AT4G08150	AT4G02590
AT4G13640	AT4G13640
AT1G43700	AT1G43700
AT1G62700	AT1G71930
AT1G12260	AT1G71930
AT4G36160	AT1G71930
AT5G66300	AT1G71930
AT2G18060	AT1G71930
AT1G71930	AT1G71930
AT3G45170	AT2G02740
AT2G02740	AT4G35550
AT5G27130	AT4G35550
AT5G39750	AT4G35550
AT5G08130	AT4G35550
AT5G24800	AT4G35550
AT5G28770	AT4G35550
AT5G15850	AT4G35550
AT5G56780	AT4G35550
AT4G36620	AT4G35550
AT5G56860	AT4G35550
AT5G25220	AT4G35550
AT5G35900	AT4G35550
AT4G37540	AT4G35550
AT5G02840	AT4G35550
AT5G65080	AT4G35550
AT5G41090	AT4G35550
AT5G06960	AT4G35550
AT5G39860	AT4G35550
AT4G36570	AT4G35550
AT5G17300	AT4G35550
AT5G11190	AT4G35550
AT5G23260	AT4G35550
AT3G57230	AT1G20700
AT1G65360	AT1G20700
AT1G54060	AT1G20700
AT1G73830	AT1G20700
AT2G23760	AT1G20700
AT3G18550	AT1G20700
AT2G40140	AT1G20700
AT2G33835	AT1G20700
AT2G18380	AT1G20700
AT4G37740	AT1G20700
AT4G17460	AT1G20700
AT2G18550	AT1G20700
AT5G15210	AT1G20700
AT4G08150	AT1G20700
AT1G70510	AT1G20700
AT5G25220	AT1G20700
AT3G11090	AT1G20700
AT4G17785	AT1G20700
AT2G26960	AT1G20700
AT4G37780	AT1G20700
AT5G67300	AT1G20700
AT5G23090	AT1G20700
AT3G48590	AT1G20700
AT3G02150	AT1G20700
AT2G31070	AT1G20700
AT3G47620	AT1G20700
AT3G45150	AT1G20700
AT5G08070	AT1G20700
AT3G15030	AT1G20700
AT1G20700	AT4G31800
AT2G30130	AT1G46480
AT1G69780	AT1G46480
AT4G36540	AT1G46480
AT2G23760	AT1G46480
AT3G18550	AT1G46480
AT2G31280	AT1G46480
AT2G27110	AT1G46480
AT2G18550	AT1G46480
AT5G15210	AT1G46480
AT4G08150	AT1G46480
AT3G02550	AT1G46480
AT5G14750	AT1G46480
AT2G23290	AT1G46480
AT1G54330	AT1G46480
AT3G02150	AT1G46480
AT5G18560	AT1G46480
AT2G31070	AT1G46480
AT3G47620	AT1G46480
AT3G45150	AT1G46480
AT3G15030	AT1G46480
AT5G60970	AT1G46480
AT1G46480	AT4G01720
AT3G54320	AT3G54320
AT4G31800	AT4G31800
AT4G31800	AT1G80840
AT4G31800	AT2G25000
AT4G01250	AT4G24240
AT5G21120	AT4G18170
AT5G17800	AT4G18170
AT4G18390	AT4G18170
AT1G73830	AT1G69810
AT3G02150	AT1G69810
AT3G47620	AT1G69810
AT1G69810	AT1G69810
AT1G69810	AT4G01720
AT1G69810	AT2G25000
AT5G62000	AT5G22570
AT4G22070	AT1G80840
AT5G22570	AT1G80840
AT1G80840	AT1G80840
AT1G80840	AT4G04450
AT1G80840	AT4G01720
AT1G80840	AT2G25000
AT4G18390	AT4G04450
AT4G35550	AT4G04450
AT4G31800	AT4G04450
AT5G15210	AT3G01970
AT3G02150	AT3G01970
AT3G47620	AT3G01970
AT3G15030	AT3G01970
AT3G01970	AT3G21175
AT4G37940	AT4G01720
AT5G27910	AT4G01720
AT4G22070	AT4G01720
AT4G04450	AT4G01720
AT3G24520	AT2G25000
AT5G17300	AT2G25000
AT5G37260	AT2G25000
AT4G01720	AT2G25000
AT2G25000	AT2G25000
AT5G26650	AT4G24240
AT3G18550	AT2G17950
AT2G20570	AT2G17950
AT4G00150	AT2G17950
AT4G17695	AT2G17950
AT3G02150	AT2G17950
AT5G18560	AT2G17950
AT2G31070	AT2G17950
AT3G47620	AT2G17950
AT3G15030	AT2G17950
AT5G60970	AT2G17950
AT2G17950	AT2G17950
AT5G60480	AT1G69600
AT5G42780	AT1G69600
AT1G69600	AT1G69600
AT2G42410	AT5G38800
AT3G47620	AT2G42410
AT5G42630	AT5G25160
AT5G27910	AT5G25160
AT5G60970	AT5G25160
AT5G26650	AT2G41940
AT5G41410	AT2G41940
AT2G41940	AT5G38800
AT5G53950	AT2G41940
AT4G08150	AT2G41940
AT3G02150	AT2G41940
AT5G17300	AT2G41940
AT5G37260	AT2G41940
AT3G47620	AT2G41940
AT3G15030	AT2G41940
AT5G60970	AT2G41940
AT4G17570	AT3G21175
AT3G61910	AT3G21175
AT5G11270	AT3G21175
AT4G24470	AT3G21175
AT3G21175	AT3G21175
AT5G39810	AT1G51600
AT2G27110	AT1G51600
AT3G61910	AT1G51600
AT2G13570	AT1G51600
AT3G48590	AT1G51600
AT5G27910	AT1G51600
AT2G04890	AT1G51600
AT4G24470	AT1G51600
AT3G01970	AT1G51600
AT3G21175	AT1G51600
AT1G51600	AT1G51600
